date,title,source,contents,link
1주 전,"“놀라운 행운 우왕좌왕”…요르단과 준결승전 클린스만, 운세보니 ‘소름’",매일경제언론사 선정,64년만에 아시안컵 우승을 노리는 대한민국 축구 대표팀이 7일 0시(한국시간) 요르단과 준결승전을 앞두고 이날 위르겐 클린스만 감독의 운세가 공개돼 화제다. 6일 다수의 온라인 커뮤니티에는 ‘한국 vs 요르단 경기날 클린스만 운세’라는 제목의 글이 올라왔다. 포털사이트 네이버의 클린스만 감독 운세...,https://www.mk.co.kr/article/10937862
1주 전,요르단과 4강 격돌 앞둔 클린스만호… 붉은악마 힘 실어,조선비즈언론사 선정,64년 만에 아시아 정상 탈환에 도전하는 클린스만호에 ‘붉은악마’와 교민 응원단 등 4000여명이 힘을 싣는다. 위르겐 클린스만 감독이 지휘하는 한국 축구대표팀은 7일(한국시각) 오전 0시 카타르 알라이얀의 아흐마드 빈 알리 스타디움에서 킥오프하는 2023 아시아축구연맹(AFC) 카타르 아시안컵...,https://biz.chosun.com/topics/topics_social/2024/02/06/6OOVZ4X3BZHHBHCUA3GMA7SP54/?utm_source=naver&utm_medium=original&utm_campaign=biz
1주 전,조규성 선발 '실패' 조커 '성공'...요르단전 클린스만 선택은?,JTBC,"아시안컵 결승으로 가는 마지막 길목, 요르단과의 준결승전에서 클린스만 감독의 조규성 활용법에 관심이 집중되고 있습니다. 선발 출전이냐, 조커로... 전설적인 스트라이커 출신 클린스만 감독은 조규성에 대한 애정이 강합니다. 사우디전 동점골 이후 조규성의 기를 팍팍 살려줬습니다. ""우리는 골을 넣어야...",https://news.jtbc.co.kr/article/article.aspx?news_id=NB12164149
1주 전,"이기면 결승이다…클린스만호, 오늘 밤 요르단과 준결승",뉴시스,"위르겐 클린스만(독일) 감독이 이끄는 한국은 오는 7일 오전 0시 카타르 알라이얀의 아흐메드 빈 알리 스타디움에서 요르단과 아시안컵 준결승전을... 하지만 클린스만호는 정신력으로 이겨내겠다는 의지를 보였다. 클린스만 감독은 ""요르단전도 어려운 경기가 예상되지만, 우리가 원하는 목표가 있고...",http://www.newsis.com/view/?id=NISX20240206_0002617858&cID=10503&pID=10500
1주 전,"[아시안컵] 이번엔 살아있을 때 이기자…클린스만호, 요르단과 4강 격돌",연합뉴스언론사 선정,2경기 연속 120분 승부…이번에도 '좀비축구'하면 결승전 체력 부담 커져 선제골 넣어야 경기 운영 수월…요르단 에이스 알타마리 몸 상태 변수 클린스만호가 2023 아시아축구연맹(AFC) 카타르 아시안컵 결승행 길목에서 요르단과 재격돌한다. 위르겐 클린스만 감독이 지휘하는 한국 축구대표팀은 7일 오전 0시...,https://www.yna.co.kr/view/AKR20240205003600007?input=1195m
1주 전,"[IS 도하] 클린스만 ‘우승’만 본다…“마라톤 끝 보여, 꼭 1위로 통과하겠다...",일간스포츠,위르겐 클린스만 축구대표팀 감독의 머릿속에는 ‘우승’밖에 없다. 준결승전을 앞두고 또 한 번 강력한 의지를 드러냈다. 클린스만 감독이 이끄는 축구대표팀은 7일 오전 0시(한국시간) 카타르 알라이얀의 아흐마드 빈 알리 스타디움에서 요르단과 2023 아시아축구연맹(AFC) 아시안컵 준결승전을 치른다. 클린스만...,https://isplus.com/article/view/isp202402050139
1주 전,"클린스만 “많은 ‘드라마’ 덕 자신감 뿜뿜…요르단전, 공격 또 공격”",스포츠동아,"위르겐 클린스만 한국 축구 대표팀 감독은 “그동안 많은 드라마를 겪었으며, 그 과정에서 긍정적인 요소를 얻었고, 이제 자신감으로 경기를 하고 있다”고 말했다. 클린스만 감독은 2023 아시아축구연맹(AFC) 아시안컵 4강전 한국과 요르단의 경기를 하루 앞둔 5일(현지시간) 카타르 도하 메인미디어센터(MMC)에서...",https://sports.donga.com/article/all/20240205/123401014/1
1주 전,클린스만의 믿음,뉴스1,=뉴스1) 김성진 기자 = 대한민국 위르겐 클린스만 감독이 6일(현지시간) 카타르 알라이얀 아흐메드 빈 알리 스타디움에서 열린 2023 아시아축구연맹(AFC) 카타르 아시안컵 4강전 요르단과 대한민국의 경기에 앞서 조규성을 맞이하고 있다. 2024.2.7/뉴스1,https://www.news1.kr/photos/view/?6471310
1주 전,클린스만 감독이 입에 올린 '아르헨티나'도 준결승 완승,데일리안,위르겐 클린스만 감독이 카타르월드컵 우승팀 아르헨티나를 떠올렸다. 클린스만 감독은 5일 메인미디어센터(MMC)에서 가진 공식 기자회견에 참석해 “기대가 많이 된다. 결승에 진출해서 원하는 목표를 달성할 수 있도록 하겠다. 어려운 경기를 예상하지만 물러서기엔 너무 많이 올라왔다. 아직 배고프고...,https://www.dailian.co.kr/news/view/1325504/?sc=Naver
1주 전,"""우린 배고프다"" 2002월드컵 소환한 클린스만의 출사표",JTBC,"아시안컵 4강전, 요르단과의 결전의 날을 앞두고 클린스만 대표팀 감독이 출사표를 던졌습니다. ""더 올라가고 싶습니다. 우린 배가 고픕니다. 배고파요.... 클린스만 감독은 지난 호주와의 8강전을 마친 뒤부터 배고프다는 표현을 계속 쓰고 있는데, 자신감의 표현으로 보입니다. 선수들에겐 정신력으로 완전...",https://news.jtbc.co.kr/article/article.aspx?news_id=NB12164103
